30	28
1412	29
3352	477
5254	291
5543	263
7478	92
3	51
28	230
39	63
54	45
108	12
152	67
178	96
182	111
214	175
271	192
286	19
300	22
348	56
349	16
371	138
567	27
581	12
584	19
586	23
590	39
604	21
611	25
8283	10
25	90
6	314
8	217
19	57
23	92
29	179
33	56
35	159
50	43
55	120
75	95
80	98
86	218
94	103
127	150
154	76
192	43
224	29
226	44
246	23
252	38
255	104
257	32
261	31
273	19
280	98
282	130
299	158
302	36
306	263
308	172
310	268
322	43
325	70
339	98
356	59
358	12
363	20
370	45
373	20
377	28
379	21
407	274
415	69
422	16
428	22
439	75
488	26
514	20
545	67
549	65
560	46
592	27
600	275
645	24
650	112
659	58
664	39
667	53
673	46
675	26
696	38
706	118
723	25
739	60
756	64
857	115
864	20
893	53
959	84
994	72
1131	34
3755	121
8282	11
8284	10
4	29
10	99
38	27
56	168
130	33
140	50
147	72
151	107
232	44
243	86
341	60
606	18
5	23
61	20
89	45
93	18
153	19
163	23
167	12
168	33
175	20
34	23
132	55
135	42
171	115
183	27
216	29
219	18
227	31
228	48
236	55
250	22
258	17
259	126
274	29
285	67
290	194
298	48
301	14
304	115
317	173
319	212
359	7
362	11
378	17
390	13
391	34
392	5
394	19
396	24
402	50
405	41
406	55
421	10
427	28
431	21
432	202
433	12
435	18
440	22
447	44
538	10
564	30
566	15
579	85
589	18
609	22
613	18
616	17
617	11
619	9
643	83
656	54
665	103
668	19
691	43
694	5
700	20
704	129
717	15
730	77
733	55
741	38
761	80
765	100
779	14
789	378
791	51
798	46
802	23
813	302
820	33
826	268
863	37
871	99
881	21
885	25
895	54
897	20
904	163
906	18
907	39
913	33
922	191
932	28
936	24
955	25
960	81
963	41
966	32
971	110
972	36
978	147
979	22
983	6
991	21
993	353
995	18
1007	31
1014	60
1022	43
1026	189
1032	57
1035	75
1043	47
1055	217
1062	184
1125	61
1144	25
1152	22
1156	37
1160	44
1167	212
1168	22
1218	33
1220	13
1221	87
1222	45
1234	75
1241	60
1248	71
1253	106
1261	76
1297	352
1321	26
1326	22
1377	67
1389	28
1390	61
1394	38
1396	29
1428	255
1439	40
1441	62
1442	40
1446	18
1453	116
1464	60
1465	26
1468	52
1471	109
1472	5
1476	51
1478	13
1484	54
1485	19
1487	148
1489	100
1490	28
1497	76
1501	61
1506	72
1507	14
1513	28
1514	101
1518	28
1524	27
1525	81
1531	19
1532	11
1533	9
1538	134
1549	740
1555	116
1556	29
1557	12
1563	24
1569	34
1573	57
1587	30
1597	33
1610	33
1619	21
1641	41
1648	70
1652	29
1654	38
1657	8
1662	39
1669	22
1679	81
1689	17
1692	21
1701	157
1716	15
1718	63
1752	31
1758	51
1768	29
1774	61
1783	103
1787	55
1788	28
1798	31
1861	25
1864	46
1982	161
2409	16
2651	399
2843	11
2909	110
3892	94
4037	467
4134	39
4792	118
4942	9
5323	45
5697	311
6227	55
6330	80
6624	189
6765	52
6790	72
6965	2
7161	5
7632	178
8290	101
7	24
32	17
105	24
524	21
1190	42
1193	123
1425	46
1919	224
8287	42
36	253
49	36
144	29
150	52
389	10
506	32
587	53
607	12
622	12
624	16
627	15
628	18
631	17
636	40
637	51
657	18
658	26
674	29
677	37
681	23
687	12
715	51
719	32
725	24
749	97
760	22
778	25
806	15
810	63
817	67
822	26
844	73
866	17
868	22
875	17
878	35
882	22
938	36
977	24
1092	13
9	81
517	20
559	42
626	81
918	40
982	75
1049	74
1103	61
1384	87
1580	42
1618	28
1717	204
1855	114
1966	105
743	15
746	28
748	18
750	25
11	743
15	403
72	303
95	40
204	142
230	49
313	94
332	55
334	75
338	16
350	50
372	48
429	26
465	98
575	17
608	107
644	77
647	62
684	17
705	44
707	139
710	135
722	311
744	11
762	309
763	120
764	65
771	35
793	10
803	36
805	119
825	246
829	36
836	48
837	17
838	62
839	10
849	29
853	50
859	58
873	31
887	56
908	64
929	10
934	12
935	65
937	114
941	136
942	12
943	48
945	25
946	163
947	69
956	64
958	42
968	38
975	38
985	37
989	45
999	39
1000	93
1006	157
1012	40
1018	51
1031	83
1034	64
1061	31
1075	101
1080	58
1097	126
1111	110
1124	38
1127	89
1128	28
1137	150
1151	517
1154	40
1164	108
1165	58
1185	89
1186	193
1191	42
1196	28
1199	63
1200	144
1201	119
1203	58
1211	248
1230	73
1239	66
1243	41
1250	43
1259	63
1260	15
1279	171
1282	21
1284	70
1285	73
1286	109
1296	37
1305	356
1307	87
1310	66
1319	233
1322	69
1330	46
1353	70
1360	73
1372	17
1374	533
1375	33
1378	69
1382	43
1385	157
1402	34
1407	46
1411	39
1413	70
1418	28
1420	38
1435	10
1437	47
1444	26
1482	98
1486	14
1492	228
1496	263
1520	36
1521	147
1534	48
1542	276
1547	65
1550	60
1565	37
1566	91
1583	104
1585	190
1592	67
1608	406
1613	39
1621	126
1622	124
1628	43
1629	18
1633	195
1637	48
1638	43
1646	59
1649	24
1653	45
1658	47
1661	117
1672	27
1680	89
1687	16
1688	114
1697	114
1700	157
1706	69
1707	57
1714	34
1726	60
1729	87
1730	71
1732	37
1746	34
1747	27
1749	89
1757	50
1769	130
1771	6
1772	194
1780	35
1791	29
1802	34
1805	43
1811	87
1816	64
1835	132
1836	87
1842	147
1847	121
1848	47
1849	49
1857	33
1858	44
1859	64
1880	30
1884	22
1888	105
1893	93
1901	30
1903	45
1908	51
1920	23
1927	45
1953	39
1956	144
1963	38
1964	67
1965	42
1969	51
1973	49
1977	73
1979	32
1983	17
1985	71
1987	36
1990	119
1991	89
1992	93
1997	128
2004	32
2007	12
2014	57
2055	14
2060	21
2062	173
2066	254
2071	66
2073	49
2076	30
2079	30
2085	55
2091	46
2095	43
2097	40
2101	18
2109	69
2114	115
2117	126
2119	27
2128	66
2134	92
2137	26
2144	129
2145	264
2151	66
2157	56
2168	25
2178	26
2181	30
2182	29
2193	67
2202	18
2205	20
2206	31
2210	146
2237	387
2240	202
2241	53
2246	46
2252	103
2253	22
2257	118
2273	47
2289	73
2294	35
2328	425
2329	38
2332	60
2333	32
2339	34
2341	43
2345	34
2350	22
2362	7
2364	93
2381	162
2384	115
2385	45
2397	69
2400	61
2410	83
2411	260
2426	22
2435	63
2456	108
2470	149
2475	38
2479	26
2484	14
2485	435
2490	54
2499	31
2504	190
2506	109
2508	126
2517	86
2535	265
2544	64
2565	1065
2570	40
2575	21
2579	59
2580	35
2585	159
2587	62
2593	146
2595	107
2604	28
2612	76
2619	146
2625	331
2643	100
2646	105
2653	239
2655	109
2657	197
2665	58
2669	42
2685	71
2686	205
2696	126
2720	25
2727	115
2746	116
2754	72
2760	74
2763	62
2775	179
2777	40
2787	63
2794	80
2811	76
2859	222
2871	410
2900	140
2923	109
2932	109
2958	163
2981	105
3002	77
3005	147
3007	95
3010	157
3014	97
3024	145
3026	257
3028	256
3034	160
3059	103
3073	70
3084	202
3092	134
3114	45
3117	186
3125	87
3136	83
3140	91
3144	152
3180	77
3192	188
3258	159
3260	105
3284	75
3291	186
3309	59
3321	102
3334	228
3394	211
3404	159
3433	55
3439	175
3443	156
3447	328
3452	191
3453	368
3454	221
3458	107
3463	79
3464	40
3480	104
3529	72
3537	193
3557	84
3562	162
3568	250
3607	88
3615	223
3631	182
3635	131
3645	124
3650	108
3660	129
3661	86
3680	82
3748	96
3787	269
3800	67
3806	81
3807	64
3812	144
3830	76
3843	117
3847	51
3871	58
3903	72
3926	64
3937	52
3956	130
3958	111
3967	45
3970	71
4011	103
4013	78
4021	78
4024	40
4040	169
4043	60
4044	142
4055	80
4058	16
4065	180
4072	72
4088	24
4103	57
4124	162
4162	89
4179	100
4201	87
4212	103
4231	18
4247	126
4256	100
4261	112
4263	66
4266	89
4269	70
4289	58
4290	68
4297	133
4299	66
4335	251
4384	82
4417	41
4422	57
4424	73
4463	81
4485	73
4510	76
4528	57
4531	79
4547	109
4578	97
4613	52
4661	93
4662	91
4706	60
4709	91
4719	63
4796	64
4808	48
4811	78
4814	64
4820	56
4827	73
4938	57
4962	55
5026	61
5037	73
5055	78
5073	57
5092	72
5100	84
5106	96
5130	79
5132	33
5144	66
5802	410
6170	46
6496	85
6715	81
6739	45
8286	3
8291	71
8293	164
12	65
663	194
697	149
2708	67
3371	64
4233	59
13	11
14	114
324	29
368	17
477	23
797	14
1053	64
1123	65
2016	72
8285	7
417	113
737	446
974	120
2229	147
2398	384
4561	3
4600	122
4645	27
4658	2
7871	47
8292	41
16	15
17	45
18	12
20	187
321	65
425	118
861	37
896	107
981	37
1044	25
1352	187
1604	26
2165	32
2281	15
2285	96
2324	89
2348	25
2693	229
2774	146
2828	58
2877	82
3027	125
3456	414
3516	110
3614	248
4373	55
5327	43
5714	143
5775	115
5780	60
5814	227
5818	134
6229	87
6262	55
6780	66
7726	46
8288	14
21	76
794	44
2814	48
22	2
601	16
670	11
1029	141
1039	30
1593	52
24	309
311	346
633	114
742	112
769	176
856	155
1100	34
1267	138
1315	58
1357	186
1416	93
1419	89
1473	178
1548	52
1705	98
1723	77
1734	148
1754	143
1781	55
1808	192
1814	177
1837	50
2209	100
2225	136
2264	119
2276	119
2323	227
2354	119
2371	193
2375	108
2516	205
2542	172
2560	231
2660	266
2667	197
2697	118
2707	164
2815	52
2819	79
2822	123
2830	77
2922	47
2926	24
2955	65
2963	73
2999	61
3018	79
3089	247
3164	56
3351	64
3408	112
3410	15
3473	87
3586	230
3643	150
3792	88
3854	130
3898	71
3910	116
4276	91
4310	372
4338	125
4349	52
4712	298
4944	49
4953	64
4999	73
5123	163
5162	57
5341	58
5412	219
5423	143
5484	167
5511	52
5596	96
5863	57
6097	85
6272	112
6441	63
6566	59
6833	95
6855	78
6869	75
6948	27
6955	54
7119	47
7143	46
7144	47
1030	14
1077	8
2801	51
6251	54
1023	37
1038	17
1166	688
2120	205
2135	214
2297	249
2594	160
2599	46
2620	96
2689	83
2831	112
2834	61
3150	59
3274	121
3489	71
4099	287
4303	3
4483	212
4574	112
4717	126
4781	84
4929	72
5022	321
5459	175
5529	106
5605	97
5799	89
5804	96
5822	154
5897	61
6006	168
6044	73
6151	72
6437	67
7115	88
7289	9
7908	85
8174	80
37	20
3976	275
4735	195
6123	110
40	11
26	95
419	3
41	30
42	89
823	24
1024	73
6458	93
7108	61
43	4
44	44
2652	17
3813	153
4687	121
4795	154
4875	181
5439	104
6306	79
6432	47
7092	224
8295	118
45	8
46	59
3435	47
3506	31
47	146
1236	123
1300	1
1564	78
1603	67
2185	10
3720	65
3803	88
3897	194
3946	61
4189	46
5922	56
6875	71
8212	49
8294	105
48	21
51	24
52	1
53	39
1744	80
3276	203
3646	47
3717	39
4183	10
4191	274
4235	8
4389	1
4666	169
4764	85
5079	399
5640	41
5998	114
840	65
5404	152
5545	69
5582	139
6198	27
6498	52
6503	47
6913	124
6946	177
7040	30
7052	208
7295	62
682	28
714	22
784	244
795	74
1020	12
1432	7
515	10
2211	34
57	13
58	38
5378	60
8237	33
59	94
928	40
1595	24
1918	89
2174	141
2547	147
2550	74
2724	52
2946	30
2966	38
2972	395
2977	31
2979	24
3015	87
5624	79
6166	34
60	9
7624	58
62	17
2092	10
2247	7
27	102
2369	233
2917	32
4400	118
4448	128
4715	67
4828	298
5210	158
5743	91
5844	69
6246	55
63	1
64	10
65	2
66	44
2799	49
4588	47
5614	36
7961	84
3238	167
3459	266
3479	154
3498	181
4098	63
4994	75
5061	59
5321	114
5524	495
5683	77
6004	92
6774	125
6832	170
6979	105
7050	55
7279	92
7620	208
8042	55
8128	40
73	13
76	2
78	41
1192	19
79	53
930	24
77	25
81	18
1157	84
83	8
91	2
67	17
84	1
85	1
2160	116
2576	314
2809	53
3050	33
3310	56
3576	24
3681	42
5028	110
5421	42
5449	104
5936	67
6094	50
6327	211
6914	206
6930	59
7553	190
71	109
1636	10
1915	67
2106	45
3804	42
4780	31
5058	33
5671	58
7809	124
7921	24
87	195
2053	40
2256	332
2623	160
2764	50
2790	281
2925	54
3460	100
3873	79
3912	28
3962	103
4078	10
4110	106
4332	6
4453	57
4632	271
4748	87
5020	234
5072	68
5200	101
5308	19
5392	65
5415	43
5584	64
5630	53
5684	69
5732	48
5737	47
5790	51
5798	58
5963	90
6156	101
6174	44
6296	49
6337	71
6400	49
6407	32
6553	29
6737	33
7381	60
7649	66
7662	63
8141	44
88	1
1270	8
1612	79
2991	30
3921	7
3974	6
90	72
1596	67
92	5
82	1
99	24
1498	56
3293	56
4071	87
5812	85
6560	171
6592	7
6634	204
6918	86
7574	19
7588	25
7803	54
8132	14
96	2
100	5
98	8
31	15
102	5
1232	6
103	68
2589	23
2851	132
4536	245
5452	80
5503	3
5800	318
5872	117
6589	27
6665	139
6967	7
7074	21
7618	49
115	3
116	2
104	30
106	9
3033	111
68	275
1159	53
1792	90
2001	99
2072	138
2102	97
2307	40
2325	67
2338	61
2440	117
2597	50
2618	84
2654	291
2765	66
2912	83
2951	66
2973	72
3021	60
3056	80
3145	45
3307	81
3313	21
3376	33
3634	181
3691	141
3816	18
3949	35
3980	15
4051	33
4111	25
4211	75
4351	20
4584	10
4587	116
4604	48
4631	27
4791	51
4884	52
4896	1
4981	128
5002	226
5096	61
5179	298
5188	258
5226	88
5233	168
5245	28
5262	131
5288	126
5351	6
5430	70
5437	66
5445	116
5457	84
5463	57
5527	62
5620	41
5637	58
5639	21
5655	148
5680	57
5721	57
5745	20
5806	156
5839	119
5848	51
5860	15
5886	87
5902	86
5925	64
5933	39
5972	20
5994	57
6083	9
6098	63
6124	71
6130	7
6505	67
6599	50
6682	10
6784	149
7063	72
7094	38
7168	53
7233	76
7341	28
7544	56
7795	54
7839	69
8051	52
8178	54
117	1
118	1
119	1
107	4
109	190
1074	106
2511	54
3752	68
4361	94
4401	70
4441	221
4786	23
4798	55
4940	78
5140	91
5273	67
5295	72
5465	48
5479	70
5563	107
5626	41
5739	111
5760	96
5819	112
5824	70
5827	73
5829	88
5871	114
6001	52
6043	81
6328	59
6344	6
6376	4
6417	74
6442	57
6464	9
6481	62
6511	13
6523	113
6528	34
6529	14
6552	59
6555	139
6567	16
6576	47
6596	200
6600	61
6699	44
6770	72
6788	13
6860	49
6901	46
6934	133
6951	49
6980	70
7005	59
7021	104
7047	210
7101	44
7185	31
7225	113
7280	144
7373	45
7393	27
7400	66
7414	95
7668	8
7694	39
7757	53
7763	57
7788	44
7810	59
7924	65
8297	42
110	95
4435	41
7855	52
7862	62
111	29
120	8
112	1
121	9
122	213
403	69
1247	123
1291	85
1393	55
1777	58
1984	47
2322	97
2474	207
2700	216
2747	138
2768	66
2805	56
2968	104
3029	62
3106	61
3148	86
3173	66
3251	62
3253	110
3393	75
3520	39
3541	124
3580	81
3587	97
3772	27
3776	17
3887	51
4117	16
4365	60
4530	90
4964	144
4977	45
5155	75
5335	94
5454	84
5506	46
5509	48
5592	29
5651	59
5947	75
7699	79
113	89
686	105
5178	133
7651	51
123	1
124	3
114	1
126	25
346	125
2290	181
2687	50
2928	16
3009	100
3265	92
3549	11
3567	38
3713	8
3769	40
4234	43
5928	57
7012	50
128	80
1950	5
2069	30
2340	27
2366	20
2386	17
3126	28
129	4
133	10
134	2
136	99
1493	28
3297	85
3346	70
3919	57
4412	30
4713	58
5482	70
5738	56
5950	42
5980	36
6000	56
6299	164
6472	12
6628	19
6670	7
6707	11
6725	28
6777	15
6805	12
6938	16
6953	31
6997	4
7054	87
7301	93
7442	31
137	1
138	72
139	37
141	1
142	25
143	94
1678	18
1955	7
145	18
5189	361
6720	51
146	1
1140	47
1141	14
149	1
155	81
6923	11
6993	107
7116	47
7493	11
7587	93
7604	12
7647	29
7648	10
7652	11
7672	1
7701	18
7927	46
156	4
157	44
1114	45
158	7
159	1
160	1
161	32
1240	8
3429	7
162	4
6691	5
165	3
4689	35
172	123
1571	85
1972	224
2356	112
2510	140
2662	58
3020	105
3030	74
3099	49
3243	39
3338	58
3670	34
173	334
314	14
948	60
1537	86
6269	10
6414	114
6606	21
6994	52
7813	39
174	1
74	69
176	39
177	19
1733	79
1799	123
4646	28
179	17
180	54
181	3
166	93
1935	44
5246	78
6305	232
6945	41
7695	41
8079	9
8083	40
8134	60
8163	43
8198	35
185	4
194	5
187	37
188	4
2713	244
189	1
196	1
190	2
197	11
195	1
198	1
199	17
2721	36
191	13
200	1
201	21
202	6
203	31
3835	83
205	12
206	1
207	1
208	6
209	10
210	1
125	29
215	100
2195	20
2234	27
2242	14
2378	11
2736	16
217	1
221	10
222	12
223	19
1793	18
225	1
240	5
242	2
244	4
245	3
247	11
231	50
5263	124
233	1
234	1
235	2
237	41
2838	50
8121	53
248	1
238	3
239	1
169	3
253	1
254	25
1287	6
256	10
260	6
2770	26
5773	145
5828	74
6840	14
263	22
3726	50
5222	52
264	1
265	31
827	32
5083	64
266	13
267	1
268	3
269	30
270	14
4432	53
276	7
277	2
275	56
2844	11
241	8
2785	96
283	2
284	7
287	1
288	1
289	1
291	37
2326	288
3455	116
4466	24
4776	23
294	1
292	6
293	3
295	5
296	10
297	1
4983	91
5793	2
3724	136
4557	45
249	15
303	3
1833	15
903	6
1277	25
3191	114
4041	144
4138	119
5176	179
5182	70
5969	45
6029	39
307	5
320	7
309	1
2121	12
3417	98
3664	46
4471	12
4482	45
5239	50
5753	50
2425	9
2605	107
2672	16
2918	44
2940	179
3068	21
3969	126
4534	69
4650	7
6595	52
7833	55
312	227
315	77
316	3
305	7
318	3
967	67
2592	70
2629	14
3547	15
3796	226
4527	51
4551	51
4954	6
