3640	3
3638	3
4969	1
2306	1
2305	1
2302	2
2301	1
2300	1
3630	3
4963	2
3632	3
4964	1
4965	1
3634	2
2309	1
4966	1
3636	4
4967	1
2307	1
4980	1
3651	3
2320	1
2317	1
2316	3
2315	1
3	3
2314	1
2313	1
4	2
5	2
6	1
2311	1
2310	3
7	4
8	6
4972	3
3641	2
9	4
4974	2
3643	2
4975	3
4976	1
4977	3
3646	2
2319	2
4978	2
3647	1
4979	1
3648	3
2318	2
4991	1
4992	2
3662	2
4993	1
2331	1
1000	2
2330	2
2328	1
2326	2
2325	2
2324	1
2322	2
2321	2
4983	1
3652	2
3653	2
4985	3
4986	1
3655	1
4987	2
3656	3
4988	1
4989	2
3658	1
2329	1
3670	2
3671	2
3673	4
1011	2
2341	2
2340	2
1008	2
2339	1
1007	3
1006	1
2336	4
1005	1
1004	2
2335	1
2334	1
1003	2
2333	3
1002	1
1001	1
3664	2
4995	1
3665	2
3666	2
3667	2
4999	2
3668	2
3680	1
3681	2
3682	2
3683	3
3684	1
2353	2
1022	2
1021	1
2352	3
2351	2
1020	2
2350	3
6707	3
1018	1
1016	1
6709	1
2346	5
1014	1
1013	3
2344	2
1012	1
3674	3
6700	1
3675	3
6702	2
3676	2
6701	3
3677	1
3678	4
3679	1
6706	2
6705	1
3690	1
3691	3
3693	4
3694	3
6720	1
3695	2
1033	2
2364	1
2363	1
2362	2
1031	1
2361	2
2360	2
6719	4
6718	2
1028	2
2359	1
2357	5
1026	1
1025	1
2355	1
1023	3
2354	2
6711	4
3685	1
3686	3
6710	1
3687	1
6712	3
6715	2
6717	1
6731	3
6730	3
5400	2
1044	1
2375	1
1043	1
2374	3
1042	3
2373	1
2372	2
1040	1
2371	1
2370	1
1039	2
1038	2
2369	2
1037	1
2367	2
1035	5
2366	2
2365	2
1034	1
3696	1
6721	2
6724	2
3698	1
6726	2
6725	1
6728	2
5410	3
2386	2
2384	4
1053	1
1052	3
2382	1
1051	2
1050	1
2381	3
2380	1
1049	3
2379	1
2378	1
1046	1
1045	1
6732	1
6735	3
6734	4
5404	1
5405	2
6737	1
6736	1
6738	1
6751	3
6753	4
6752	2
5422	2
1066	3
2397	2
2396	1
1065	1
2395	1
1064	1
2394	1
2393	2
1062	2
2392	1
2391	1
2390	1
1059	1
2389	5
1058	1
2388	1
2387	1
5412	2
6744	1
5413	3
6746	1
5414	2
6747	2
5417	1
5419	3
6749	4
6760	1
6762	1
4100	6
1077	1
1074	2
1072	2
2399	2
1068	1
1067	1
5423	2
5424	4
6757	3
5426	2
5427	3
6759	1
6758	3
5429	2
6771	2
6770	2
5440	1
4110	2
6772	3
6774	2
1088	1
1087	2
1086	2
1085	1
1083	3
1082	1
1081	1
1078	2
6766	2
4103	1
5434	1
6765	1
5435	2
4104	1
5436	3
6768	1
4105	1
4106	4
6767	1
5437	1
5438	2
5439	1
4108	1
4109	2
6780	2
6781	2
6784	2
5452	2
4121	1
6783	2
4123	1
5454	1
4124	4
5455	1
1097	3
1096	3
1095	1
1089	1
5445	2
6777	2
5446	2
6776	1
6779	1
5447	1
4116	2
4117	1
5448	3
6791	3
5460	2
6790	2
5461	2
6793	1
5462	1
6795	1
5463	3
4132	3
5465	1
6797	2
4135	3
5466	4
6788	1
5456	2
4125	3
6789	2
4128	2
5459	2
4129	3
5470	1
4140	1
5471	4
4141	1
5472	1
4142	3
5473	1
5474	2
4144	3
5475	1
4145	2
5477	2
4146	1
201	1
202	2
203	2
204	2
205	1
5467	2
206	1
6798	1
4137	1
207	1
4138	3
5469	3
208	1
4139	3
5481	3
4150	2
4151	1
5483	1
4152	1
5485	2
4155	2
5487	2
5488	2
210	2
211	1
212	2
213	1
214	1
215	1
217	2
5478	2
4147	1
5479	1
218	1
4149	3
219	2
4162	2
4163	1
4164	1
5496	1
5497	3
4167	1
4168	3
5499	3
224	1
225	2
226	2
228	3
4173	2
4174	1
4175	4
4176	2
7201	2
7204	1
4178	3
7203	2
4170	3
230	1
4171	1
231	3
232	1
233	1
234	2
236	2
237	3
4169	2
239	1
4183	1
4184	1
7211	2
4185	1
4186	2
4187	2
7212	1
4188	2
7215	4
4189	4
1909	1
7214	5
240	3
4181	1
241	1
242	2
243	1
245	1
246	4
247	1
248	4
1907	2
7206	3
7205	1
1906	1
1905	2
1903	2
1902	2
1901	1
1900	3
4194	2
7222	3
4199	2
